system:index,POP_DENS,system_ind,.geo
00002b703811dfef6f25,18.374367622259694,7595,
0000a57053e645a39285,10.828147302312304,7594,
00002c3e6a795171051e,48.79915433403805,7593,
00001aa3cb345f26e206,316.0734463276836,7760,
000006c58bdb93d48dcd,288.85086342229204,7583,
000070bc9763a6202ce9,442.8870076019352,7759,
000038431536a67a8630,273.59395141298955,7582,
0000e42b0353f5988e98,285.76304388773787,7758,
000049a564138977ce82,451.50188383045526,7581,
00008328417c17d037e7,166.43070967741937,7757,
00001fa64a0974a731d4,567.3139717425432,7580,
0000868f3a1a219c1f68,781.0269461077844,7934,
000017283fa8bf08c109,346.81518151815186,8111,
000085e8c8130bf8f9cf,420.67786154900614,8289,
000004a5f707b585a378,348.4594133697136,8466,
0000fcac79664295c493,44.46141732283466,8467,
00001fab9679e4adb53f,773.473506891271,8643,
00008808af722bdf8056,694.3013955425952,8644,
0000cf257f3c6c6d6a82,72.07575757575758,8645,
000076d691d11f4a2bc6,515.1689008042898,8822,
0000738cceb0e31a641a,1217.0,9000,
000059f88732d1432629,214.9702898550725,8999,
000002a288d7a4e3f633,845.3191522762951,8998,
0000ebc76fbe539be264,735.1825745682885,8821,
0000aa82430d630a842b,578.8007849293564,8820,
0000d7d69a17bcf8efc2,726.0188383045524,8997,
0000a806cb5511b66688,2031.7092621664046,9174,
0000c6f22e1cbe06d2fa,210.97127158555728,9175,
00006f17a31c2b77dc90,86.20219780219777,9176,
0000ac60fd399660073f,781.3720565149138,9352,
00007a07484d11a04be4,111.43673469387753,9353,
00000226082fddf92430,1885.8689167974876,9351,
000071f677944c8bea05,607.1890109890109,9528,
00000b639e9d90f25417,295.1968602825745,9529,
0000bf7fc20a636e08fd,274.0555729984301,9705,
0000cc1b37fdb0bf7931,107.93893249607534,9706,
00005907b5032a75c978,279.2013559322034,9882,
0000db036c174c1febfe,651.1910015141684,9883,
000021a5ab5e1011468c,402.7681318681318,9707,
00005651079ed91a6c48,223.73124018838303,9530,
0000b754c48f19a99f0b,368.61875000000015,9884,
0000ba43a4ff962fcd33,171.27675148135242,9531,
0000476598cac633950b,27.60140754958414,9354,
0000e569dc019dc69a81,987.6843137254903,9708,
00009381c6aa06ee0fea,117.0,9178,
000013a7ca757f2e6ea1,105.59787798408492,9177,
0000c4d3f637bae1d032,178.1174863387978,10059,
00001731effd72b16683,311.34928229665076,10588,
0000593f4fe2382c2623,176.64182118597398,10587,
0000bd21320105845cca,128.85557011795544,10764,
0000b83d2d4d912179be,786.8361018826133,10941,
00006128e5a6e1848855,363.0185324317557,11294,
0000e35d3c764389fa67,725.5287987874194,11117,
00007d92284edd20619a,380.6946624803768,11116,
000034a63b86af126d10,63.80194532953211,11293,
0000c4ac5316631f8cf7,772.9716064378985,10940,
0000ae0f06654aa2dcbb,351.1347626339968,10939,
0000a614b5c2ba389db7,357.5960183767228,10763,
0000dbd470ef1205f918,292.3826952526799,10586,
00007fe659815f9fe5f5,756.1218210361069,10585,
00005ff6ebc2ee9b3a56,396.1613814756672,10762,
0000e4e2600b2dc16f57,675.3930926216642,10761,
00001f400b2532374c7d,432.8190758663752,10938,
00000aaefb801ddfa711,448.6656200941915,10584,
000068e86469e2413635,449.1197802197802,10583,
00005b4f1b0b47b6b300,519.5964616680708,10760,
00000c1c0d8fd2b22d2c,398.1520165460185,10937,
0000d29a4ed3bc786710,203.6019417475728,11114,
0000a15610c2bd6836ce,400.0722704714641,11115,
0000b7fd214578980827,62.31774415405778,11292,
00000f34502da797d8e0,19.50446791226645,11470,
0000234569e0bb9726a4,88.82472029834844,11471,
00002f25f7dea59785cc,445.3688524590164,11996,
00009befae574ae8622d,1065.273032450579,11818,
000081e108d8809c9cfc,444.9903691813806,11995,
0000d97eeae43b5bf0d1,173.5,11642,
000088f343ed72a638ea,527.5934148635937,11641,
00007881766a0863dcb0,396.8458049886621,11466,
00000f3b303c3639e542,1163.8050269299824,11465,
0000b20dc7ccc59ca131,1060.2453746963185,11464,
00000c9b3430dcfd2c11,3481.916169544742,11288,
000001d3fe01eb6db5a6,724.161224489796,11287,
0000fc0803aa9e91d130,577.3187944590044,11289,
0000e22c87b15b24ad04,860.3615160349854,11290,
00005fc96b4c7f508f85,441.45405405405404,11113,
000021c05e412aa0bf9a,412.3027769012307,11112,
0000a987cc67ccd5e8d7,554.6501409774438,10936,
000062cc5c4632d728c7,924.2967840735068,10935,
00007596f7059c283306,345.4346938775511,10759,
0000c82c59824877da8a,317.4400313971743,10582,
0000ba7a46f2c8cf7c5d,176.0627943485087,10581,
00005b4433c23d2d958b,735.5755102040818,10758,
00009b5d4ff888561b47,588.6686028257457,10757,
0000deeabee591251a13,316.53353751914244,10934,
00004cce260c361f371b,237.80753532182115,10580,
0000bd4fddabd8882c8f,622.4136577708008,10756,
00009d76a8d34e88c945,90.17864992150709,10579,
00002e0017bc24518d16,319.22725880551303,10933,
000000e076e22c377fd4,418.85384615384606,11110,
00009f09717f3c65de97,563.5579277864992,11111,
0000f11a5d1ada35759d,1025.6601255886974,11286,
00007fa35b6fb9924346,546.4048665620095,11109,
00000d125f585cc28ae1,785.4864992150709,11108,
0000383fbdf0b4a303d1,1092.5510204081634,11285,
0000a71c222bbb4f294b,409.46615620214385,10932,
0000090f38f34a9054ba,860.5301684532926,10931,
000023e55ee041adb036,544.3703296703296,10755,
0000b4ef515bb02be138,275.2056514913658,10578,
0000b5a967c01b978564,1354.7229199372055,10577,
0000270eef7a7034185b,303.18618524332817,10754,
000003fb50c0df230986,499.3145996860283,10576,
00002183462d0855a7d4,583.3992343032158,10930,
0000f2ee7dd3b7f0dd43,337.64191522762957,10753,
0000eee8e0a6dd5531ac,1375.9124018838309,10575,
0000777c1cf3f631ef39,1180.1843014128729,10752,
00003e223902b78a6ae1,814.3704866562014,10574,
0000ee81c2a186a85547,704.4177641653906,10929,
0000eb902f178214f308,515.9664050235481,11106,
000027f6fb20ad8e54f3,709.6078492935636,11107,
0000ce940bce84456d8c,1315.4395604395606,11284,
0000d1df347da7a4de9e,709.1453689167977,11283,
00006b2b9814fc42084f,543.0580847723705,11461,
0000b03e373a3a2b3cbf,692.8943485086343,11460,
00002a000109892901b0,1104.5481946624805,11637,
00001555dfd025da2f73,830.5952904238619,11638,
000045e44875d925bdc9,997.0554160125594,11462,
00003b6185ba230f4b20,315.21255886970175,11639,
000002117677265a25d7,977.0204081632653,11463,
00008c3d2d4c1174cb80,454.3450549450549,11640,
00002fc6ebceaeb177f9,939.55306122449,11816,
0000f5d9a0dc419c0f00,659.8172925213003,11817,
0000e621e09bf9833547,217.59267986176565,11994,
000004231e41dcc3cb2d,639.3164835164836,11993,
00008d5d0f4398e9d37b,670.468131868132,11815,
0000f06b6c81b455c548,428.583202511774,11992,
000070781d2317ea933f,359.6310832025118,11814,
0000a999520862be3a7c,259.4544740973313,11991,
000060b1044841c13bc6,354.9817896389326,12168,
0000fdb5215e41ed837d,671.2522762951336,12169,
0000f624e04ab5707a12,606.9464678178964,12170,
0000ac35aa123150057b,197.1621297722992,12347,
000099cfb4b40c92f672,362.69324960753545,12346,
00004455cbaaf3426d71,734.8659340659343,12345,
0000f57638d662d222f9,246.71934921557244,12523,
00006f7e360498447b1e,661.4781789638934,12522,
0000f647906d29758bbf,194.2875981161696,12699,
0000d1c95824e12c2632,130.5151578947369,12700,
00001d975b152fe2582f,112.09353348729795,12524,
000015ba3c10d21ba4f5,230.2801031541361,12348,
0000d7d4ffc2b86e4b4f,401.3865313653137,12349,
0000d0faee46c441a372,351.17231308411215,12172,
00005b39ede413906eaa,317.72794348508637,12171,
0000dd6d601725c031c8,229.85491419656785,12877,
00008e27b36c393b2398,572.8181818181821,13230,
0000280c2e57d7c58f49,204.5362749257532,13053,
000050544d25053ba461,438.99890109890123,13052,
00003e3a18e83ba8adf3,551.9202143950997,13229,
0000ab092e19611d4d39,235.03891859774217,13406,
00000daf2e010c0cc3df,393.48781581701314,13228,
0000480e1287dd2cbeed,523.9248434237998,13405,
0000623f2a85fbbb5001,279.0144427001571,13404,
0000e60a623182e62e66,396.0323322096231,13227,
0000ab877ed226e0ef90,268.4325773827766,13051,
0000e1912b67db186688,536.6549395319616,13050,
0000cc30e67397458450,619.6858803204022,13049,
0000ae0d7e635192e71e,1391.7249463683731,12874,
0000b977cfe42a682a1f,610.0626373626376,12875,
000021b290bd0e24a9c6,301.53745877179216,12873,
000009605933e11efebd,467.5247369247684,12872,
000035bd773fd3f631b6,703.2704570441341,12696,
000064b95f2edd153e28,942.8785927438357,12695,
0000a0d9f60e6a70e5a3,615.7175911737666,12697,
00004107a6c3fe303a6d,888.1150706436425,12698,
0000793c9211edced3e6,499.9606183290395,12876,
00000ff4fb5cc6f51232,511.21601255887,12521,
00008029a50bd048f977,829.0206864848301,12520,
0000eac665c916f0ace5,524.5021978021979,12344,
0000e46c9fa608d35460,674.5533251608949,12343,
0000c05c3b61844ff25d,789.9803767660912,12167,
0000f9eb23a7e6b7c66d,846.4916797488225,11990,
0000fd6d3419ce1464b2,1434.865614465216,11989,
0000f98ace4ce0d3d4fa,680.1242721422004,12166,
00007b7db089e6559e9c,1156.7380241872156,12165,
0000a7adb062c3d1d9e1,628.7889115753103,12342,
000035bfc18918404ab3,3675.0356525836346,11988,
0000ec90ce6ff25d833a,5419.587717920531,11987,
00007561156a79b3b5bb,1017.4876708025758,12164,
0000a82dc6d10f823c56,1075.1110413067381,12341,
000012eb0515ee2a1c61,787.389037223182,12518,
00003a1cdf9bf3c73389,533.139155018062,12519,
00004cb15a0a6a228ca8,403.8179676456731,12517,
00007fc0bd4794802dec,392.48515784513916,12694,
0000e857798434abfd83,241.74854719648192,12693,
00006f80b3e8d83cb5f3,644.4996073504007,12516,
0000ac18d804c89f0b98,421.77461912988855,12340,
0000fae85cd65385e835,1421.513428616303,12339,
0000ac466aa02f165c27,543.8467095963563,12163,
0000e9403f15a15fba3f,848.3210303125493,11986,
0000aec9c7a2c8691396,514.9139312077903,11985,
000085a3df7538d765e6,625.1210931364851,12162,
000088bcfbe436f162f5,672.6506989162873,12338,
0000705ad1d1c6aca53b,637.9883775718549,12161,
00007e8b529a6cb6a23d,783.665619601068,11984,
0000854971f969a6fa9d,485.21014606565103,11983,
000050658b4eb118bd28,430.9580650227738,12160,
000012b0cd32e311041b,1374.9525679283806,12337,
00008f036c9ccf7594d8,1002.5885032197268,12514,
0000d592a30d252e5ca9,921.590073818125,12515,
00006647a8926515b372,471.43427045704414,12692,
0000b1c57cad764d1d66,716.7728914716508,12691,
0000582b77069ee97e6e,484.07570284278313,12869,
000058b63e91ec6b18ab,253.8350871682111,12868,
000099fba0667c05eec6,844.2142296214857,13045,
000098fe425c1d37e556,488.81906706455175,13046,
0000291af0319718479e,378.0610962776819,12870,
000092ebe2bceda1dc01,859.4190356525836,13047,
00006432a1dc7108b0e2,461.4144809172296,12871,
00002b45d3c0a6324730,854.2563216585522,13048,
00001a1bb7e4b4c4b961,352.182960465829,13225,
0000819b5bff04552f93,391.9992338338954,13226,
0000612ae9a8ca0ea3d2,475.60172684458405,13403,
0000bb1caa5f01bfeea3,279.0351648351649,13402,
00008646fde5beb2496d,1019.449607535322,13401,
0000b2a6baa853773165,494.65108795586895,13224,
000089915b7fe7bd3ee9,720.6687097762796,13223,
0000254dc9300fbabdb3,602.4273674532641,13222,
0000aae9becf4519b881,398.94285714285706,13400,
0000080e3bf5781a7d42,599.0152276295134,13399,
0000ed09878f1da3858d,593.7942077842478,13221,
0000c7ef74f00f31b47e,498.40816326530626,13398,
00007eff705727c6e8b5,376.2307692307693,13220,
0000f0ff928f885d2b1b,831.1799905764098,13044,
000056a8072d17781685,441.6638919428304,13043,
000052121af5e5f300b1,415.2624469923042,12867,
0000c386e4417b117fd9,1215.697816868227,12690,
0000dba0708bcc1cf0ec,2226.4570441338155,12689,
0000dd45fee867ec1ce9,823.8831474791896,12866,
000021fc1345d26d0092,1809.4568870739752,13042,
00002db9725459a843af,525.8950840270144,12865,
0000744e09ca7c05f377,402.58740380084816,12688,
00009682c2b6f811d3bd,181.1537615831632,12687,
0000800e8c8ccb3e63c9,172.8696403329669,12864,
0000243030072b6f4c10,575.4861002041778,13041,
0000b0eb15fab21599f8,1659.700735519461,13218,
0000cf5422968c7359a0,851.008887526816,13219,
0000c2da094a3dcbb607,675.0270015698587,13397,
0000f91c44c1038a179a,1526.9133437990586,13396,
00006a30b44425f1fbd9,2059.5405023547883,13395,
